title,notes,download-request-name,download-request-URL,download-request-format,technical_report-name,technical_report-URL,technical_report-format,codebook-name,codebook-URL,codebook-format,additional_material-name,additional_material-URL,additional_material-format,license,dataset_name,location,latitude,longitude,start_date,end_date,dataset_type,sensor_type,size,dataset_format,other_format,number_participants,language,collection_name,project_url,organization,domain,5_stars,publication_date,identifier,request_contact
2022-OC1-Hanoi-Contribution Answers,"This dataset returns a table for storing received answers from the user to the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Answers,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Diachronic-Interactions,unknown,"0,42 MB",parquet,csv,58,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AB,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Contribution Questions,"This dataset contains a table for storing sent questions to the user to the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Questions,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Diachronic-Interactions,unknown,"0,07 MB",parquet,csv,112,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AC,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Doze Event,"This dataset contains the doze status on (true/false). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Doze Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Device-usage,"0,21 MB",parquet,csv,48,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BV,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Gyroscope Event,"The datasets contains the 3D vector of the gyroscope showing the rate of rotation (rad/s). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Gyroscope Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Motion,"2081,03 MB",parquet,csv,52,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BB,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Headset Plug Event,"This dataset contanis the headset status (true/false), triggered when the jack of the headphones is plugged in/out. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Headset Plug Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,App-usage,"0,01 MB",parquet,csv,24,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AH,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Light Event,"This dataset contains the ambient Illuminance (lux). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Light Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Environment,"516,93 MB",parquet,csv,51,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AR,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Location Event Per Time RD,"This dataset returns the geocoordinates of where the phone is located. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Location Event Per Time RD,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Position,"14,67 MB",parquet,csv,50,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BO,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Magnetic Field Event,"This dataset contains the 3D vector of the magnetic field. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Magnetic Field Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Position,"1621,14 MB",parquet,csv,52,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BP,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Music Event,"This dataset returns whether music is being played on the phone (yes or no) using the default music player from the operating system. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Music Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,App-usage,"0,02 MB",parquet,csv,13,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AI,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Notification Event,"The dataset measures when the phone receives a notification and when it is dismissed by the user. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Notification Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,App-usage,"11,44 MB",parquet,csv,42,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AJ,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Pressure Event,"The dataset contains the ambient air pressure (hPa or mbar). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Pressure Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Environment,"850,26 MB",parquet,csv,14,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AS,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Proximity Event,"This dataset measures the distance between the user's head and the phone, depending on the phone it may be measured in centimeters (i.e., the absolute distance) or as labels (e.g., 'near', 'far'). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Proximity Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Position,"14,57 MB",parquet,csv,53,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BR,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Ring Mode Event,"The dataset returns the current ring status of the phone (normal/silent/vibrate). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Ring Mode Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Device-usage,"0,03 MB",parquet,csv,39,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BW,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Screen Event,"The dataset returns whether the phone's screen is on or off. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Screen Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Device-usage,"1,70 MB",parquet,csv,53,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BX,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Step Counter Event,"This dataset is from a sensor that returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Step Counter Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Motion,"5,70 MB",parquet,csv,44,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BH,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Step Detector Event,"This dataset is from a sensor that returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Step Detector Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Motion,"4,01 MB",parquet,csv,42,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BI,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Touch Event,"This dataset returns the number of screen touch occurrences. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Touch Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Device-usage,"6,07 MB",parquet,csv,11,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BY,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-User Presence Event,"This dataset is from a sensor that detects when the user is present. An example is when the user unlocks the screen. This sensor can be used in comparison to Screen status to check if the screen turn on event occurred due to the user or, for example, due to a received notification. The event user present OFF is simply when the screen turns off. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,User Presence Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Device-usage,"1,10 MB",parquet,csv,53,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.BZ,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Wifi Event,"This dataset returns information related to the WIFI network to which the phone is connected to, if connected will also report the WIFI network id. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Wifi Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Connectivity,"0,07 MB",parquet,csv,53,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AN,datadistribution.knowdive@unitn.it
2022-OC1-Hanoi-Wifi Networks Event,"The dataset returns all WIFI networks detected by the smartphone. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the FPT University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Wifi Networks Event,Hanoi (Vietnam),21.03,105.8,2022.06.07,2022.07.05,Sensors,Connectivity,"8,04 MB",parquet,csv,51,unknown,OC-FPT,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAJ.AAJ.AO,datadistribution.knowdive@unitn.it
