title,notes,download-request-name,download-request-URL,download-request-format,technical_report-name,technical_report-URL,technical_report-format,codebook-name,codebook-URL,codebook-format,additional_material-name,additional_material-URL,additional_material-format,license,dataset_name,location,latitude,longitude,start_date,end_date,dataset_type,sensor_type,size,dataset_format,other_format,number_participants,language,collection_name,project_url,organization,domain,5_stars,publication_date,identifier,request_contact
2018-SU2-Light Event,"The dataset contains information about illuminance (lux). It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Light Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Environment,3362 MB,parquet,csv,138 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AR,datadistribution.knowdive@unitn.it
2018-SU2-Linear Acceleration Event,"The dataset contains 3D vector acceleration force without gravity force. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Linear Acceleration Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Motion,21978 MB,parquet,csv,105 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BD,datadistribution.knowdive@unitn.it
2018-SU2-Location Event,"The dataset contains location information using GPS connections. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Location Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Position,32 MB,parquet,csv,140 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BM,datadistribution.knowdive@unitn.it
2018-SU2-Magnetic Field Event,"The dataset contains 3D vector of the magnetic field. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Magnetic Field Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Position,40583 MB,parquet,csv,133 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BP,datadistribution.knowdive@unitn.it
2018-SU2-Music Event,"The dataset returns whether music is being played on the phone (yes or no) using the default music player from the operating system. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Music Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, App usage,1 MB,parquet,csv,86 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AI,datadistribution.knowdive@unitn.it
2018-SU2-Notification Event,"The dataset measures when the phone receives a notification and when it is dismissed by the user. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Notification Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, App usage,17 MB,parquet,csv,124 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AJ,datadistribution.knowdive@unitn.it
2018-SU2-Doze Mode,"The dataset retunrs whether the doze status is on (true/false). It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Doze Mode,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Device usage,1 MB,parquet,csv,105 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BV,datadistribution.knowdive@unitn.it
2018-SU2-Orientation Event,"The dataset contains 3D vector of the cellphone orientation. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Orientation Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Position,31484 MB,parquet,csv,133 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BQ,datadistribution.knowdive@unitn.it
2018-SU2-Pressure Event,"The dataset returns ambient air pressure (hPa or mbar). It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Pressure Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Environment,1117 MB,parquet,csv,24 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AS,datadistribution.knowdive@unitn.it
2018-SU2-Proximity Event,"The dataset contains the proximity events, which measure the distance between the user's head and the phone, depending on the phone it may be measured in centimeters (i.e., the absolute distance) or as labels (e.g., 'near', 'far'). It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Proximity Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Position,42 MB,parquet,csv,146 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BR,datadistribution.knowdive@unitn.it
2018-SU2-Questionnaire,"The dataset contains profiling questions, e.g., demographics, routines, personality. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Questionnaire,Trento (Italy),46.07,11.13,2018-05-07,2018-05-07,Synchronic-Interactions,unknown,1 MB,parquet,csv,158 MB,English,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AA,datadistribution.knowdive@unitn.it
2018-SU2-Relative Humidity Event,"The dataset returns ambient relative humidity (%). It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Relative Humidity Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Environment,5 MB,parquet,csv,2 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AT,datadistribution.knowdive@unitn.it
2018-SU2-Ringmode Event,"The dataset returns the current ring status of the phone (normal/silent/vibrate). It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Ringmode Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Device usage,2 MB,parquet,csv,147 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BW,datadistribution.knowdive@unitn.it
2018-SU2-Rotation Vector Event,"The dataset contains 3D vector of the rotation. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Rotation Vector Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Motion,14257 MB,parquet,csv,103 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BG,datadistribution.knowdive@unitn.it
2018-SU2-Screen Event,"The dataset returns whether the phone's screen is on or off. is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Screen Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Device usage,12 MB,parquet,csv,139 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BX,datadistribution.knowdive@unitn.it
2018-SU2-Time Diaries,"The dataset contains self-reported annotations in form of time diaries, provided by the participants every half hour. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Time Diaries,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Diachronic-Interactions,unknown,3 MB,parquet,csv,148 MB,English,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AC,datadistribution.knowdive@unitn.it
2018-SU2-Touch Event,"The dataset returns the number of screen touch occurred. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,Touch Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Device usage,123 MB,parquet,csv,148 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.BY,datadistribution.knowdive@unitn.it
2018-SU2-WIFI Event,"The dataset returns all WIFI networks detected by the smartphone. It is part of SmartUnitn2 data collection, which contains data from 27 sensors associated to around 100+ thousand self-reported annotations about the everyday life of 158 university students over a period of 4 weeks, and also additional data about profile.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2018-SmartUnitn2-technical_report,https://drive.google.com/file/d/1mSIBHgKJBw07crEjMTYEi3ylpPL-62fB/view?usp=sharing,PDF,"2018-SmartUnitn2-codebook(a), 2018-SmartUnitn2-codebook(b), 2018-SmartUnitn2-codebook(c)","https://drive.google.com/file/d/1WMWGQ_gQuAUWZOf6RrHWBTN2k4wW8-tX/view?usp=sharing, https://drive.google.com/file/d/1WGYy8DdDO2C81GXRJ2OOPB80QNgbowq_/view?usp=sharing, https://drive.google.com/file/d/1WIcaWAjYeKEfW5_1oFoXNU0qaiwwfFC7/view?usp=sharing",PDF,2018-SmartUnitn2-additional_material-questionnaire,https://drive.google.com/file/d/1yY8RNaWO_eh4-UnXHkL2jpZld2739K3K/view?usp=share_link,PDF,./../../resources/2023LivePeopleLicense.html,WIFI Event,Trento (Italy),46.07,11.13,2018-05-07,2018-06-07,Sensor, Connectivity,4 MB,parquet,csv,148 MB,unknown,SmartUnitn2,http://www.smart-society-project.eu/,University of Trento - KnowDive,Digital University,3,2023-04-07,002.AAAB.AAA.AN,datadistribution.knowdive@unitn.it
