title,notes,download-request-name,download-request-URL,download-request-format,technical_report-name,technical_report-URL,technical_report-format,codebook-name,codebook-URL,codebook-format,additional_material-name,additional_material-URL,additional_material-format,license,dataset_name,location,latitude,longitude,start_date,end_date,dataset_type,sensor_type,size,dataset_format,other_format,number_participants,language,collection_name,project_url,organization,domain,5_stars,publication_date,identifier,request_contact
2022-OC2-Thessaloniki-Contribution Answers,"This dataset returns a table for storing received answers from the user to the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Answers,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Diachronic-Interactions,unknown,"1,83 MB",parquet,csv,128,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AB,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Contribution Questions,"This dataset contains a table for storing sent questions to the user to the different types of contributions such as tasks for random time questions and time diaries for fixed frequency questions. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Contribution Questions,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Diachronic-Interactions,unknown,"0,09 MB",parquet,csv,164,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AC,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Doze Event,"This dataset contains the doze status on (true/false). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Doze Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Device-usage,"0,76 MB",parquet,csv,105,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BV,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Gyroscope Event,"The datasets contains the 3D vector of the gyroscope showing the rate of rotation (rad/s). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Gyroscope Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Motion,"3581,22 MB",parquet,csv,102,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BB,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Headset Plug Event,"This dataset contanis the headset status (true/false), triggered when the jack of the headphones is plugged in/out. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Headset Plug Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,App-usage,"0,05 MB",parquet,csv,55,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AH,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Light Event,"This dataset contains the ambient Illuminance (lux). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Light Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Environment,"1026,45 MB",parquet,csv,102,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AR,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Location Event Per Time RD,"This dataset returns the geocoordinates of where the phone is located. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Location Event Per Time RD,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Position,"76,19 MB",parquet,csv,94,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BO,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Magnetic Field Event,"This dataset contains the 3D vector of the magnetic field. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Magnetic Field Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Position,"3326,48 MB",parquet,csv,105,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BP,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Music Event,"This dataset returns whether music is being played on the phone (yes or no) using the default music player from the operating system. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Music Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,App-usage,"0,23 MB",parquet,csv,41,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AI,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Notification Event,"The dataset measures when the phone receives a notification and when it is dismissed by the user. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Notification Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,App-usage,"11,93 MB",parquet,csv,64,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AJ,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Pressure Event,"The dataset contains the ambient air pressure (hPa or mbar). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Pressure Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Environment,"625,28 MB",parquet,csv,11,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AS,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Proximity Event,"This dataset measures the distance between the user's head and the phone, depending on the phone it may be measured in centimeters (i.e., the absolute distance) or as labels (e.g., 'near', 'far'). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Proximity Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Position,"371,26 MB",parquet,csv,113,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BR,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Ring Mode Event,"The dataset returns the current ring status of the phone (normal/silent/vibrate). The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Ring Mode Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Device-usage,"0,24 MB",parquet,csv,101,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BW,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Screen Event,"The dataset returns whether the phone's screen is on or off. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Screen Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Device-usage,"10,89 MB",parquet,csv,113,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BX,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Step Counter Event,"This dataset is from a sensor that returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Step Counter Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Motion,"19,33 MB",parquet,csv,88,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BH,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Step Detector Event,"This dataset is from a sensor that returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Step Detector Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Motion,"14,73 MB",parquet,csv,81,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BI,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Touch Event,"This dataset returns the number of screen touch occurrences. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Touch Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Device-usage,"13,07 MB",parquet,csv,21,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BY,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-User Presence Event,"This dataset is from a sensor that detects when the user is present. An example is when the user unlocks the screen. This sensor can be used in comparison to Screen status to check if the screen turn on event occurred due to the user or, for example, due to a received notification. The event user present OFF is simply when the screen turns off. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,User Presence Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Device-usage,"6,85 MB",parquet,csv,113,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.BZ,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Wifi Event,"This dataset returns information related to the WIFI network to which the phone is connected to, if connected will also report the WIFI network id. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Wifi Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Connectivity,"0,12 MB",parquet,csv,111,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AN,datadistribution.knowdive@unitn.it
2022-OC2-Thessaloniki-Wifi Networks Event,"The dataset returns all WIFI networks detected by the smartphone. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions. It collected information on the eating/drinking activities of the students of the UTH University.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,,,,,,,,,,./../../resources/2023LivePeopleLicense.html,Wifi Networks Event,Thessaloniki (Greece),40.64,22.94,2022.06.07,2022.07.05,Sensors,Connectivity,"31,04 MB",parquet,csv,92,unknown,OC-UTH,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,2023-12-20 00:00:00,006.AAAI.AAK.AO,datadistribution.knowdive@unitn.it
