title,notes,download-request-name,download-request-URL,download-request-format,technical_report-name,technical_report-URL,technical_report-format,codebook-name,codebook-URL,codebook-format,additional_material-name,additional_material-URL,additional_material-format,license,dataset_name,location,latitude,longitude,start_date,end_date,dataset_type,sensor_type,size,dataset_format,other_format,number_participants,language,collection_name,project_url,organization,domain,5_stars,publication_date,identifier,request_contact
2021-CH2-Trento-Activities Per Label,"The dataset returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,activitiesperlabel.html,https://drive.google.com/file/d/1LeIrHDn2fEEKVYPF3RNa-iQQYOm3phW1/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Activities Per Label,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Motion,"1,27 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.BE,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Activities Per Time,"The dataset returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are; still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,activitiespertime.html,https://drive.google.com/file/d/1fsz9CGAepZAXFDAZ8haZQgYHFuO9YHa4/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Activities Per Time,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Motion,"1,27 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.BF,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Application Event,"The dataset returns the name of the application (or application package) that is currently running in the foreground of the phone. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,applicationevent.html,https://drive.google.com/file/d/1O9nI5eMk8gtlV-hn6sojJZdfZdsUjkxa/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Application Event,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,App-usage,"19,06 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.AG,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Bluetooth Low Energy Event,"The dataset returns whether the device to wirelessly exchange data with other Bluetooth Low Energy devices. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,bluetoothlowenergyevent.html,https://drive.google.com/file/d/1y9vTM9f7i9r-9sCHwPpV3MUrdV2VGtvX/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Bluetooth Low Energy Event,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Connectivity,"11,61 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.AL,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Bluetooth Normal Event,"The dataset returns whether the device to wirelessly exchange data with other Bluetooth devices. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,bluetoothnormalevent.html,https://drive.google.com/file/d/1Ih0znLzNbYZqUAN4l_7aPBWeKLRvpi-I/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Bluetooth Normal Event,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Connectivity,"7,64 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.AK,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Location Event Per Time POI,"This dataset contains the Point Of Interests surrounding the geocoordinates of where the phone is located. POI extracted every 5 minutes. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,locationeventpertime_poi.html,https://drive.google.com/file/d/1kAlm95IL3RO_M6r9e0X3oCYSKg0CeuuY/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Location Event Per Time POI,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Position,"1,69 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.BM,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Location Event Per Time RD,"The dataset contains location information using GPS connections. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,locationeventpertime_rd.html,https://drive.google.com/file/d/11Qc99Av4NA0yW5hw1v-cAJHhwjww0brA/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Location Event Per Time RD,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Position,"3,94 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.BM,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Notification Event,"The dataset measures when the phone receives a notification and when it is dismissed by the user. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,notificationevent.html,https://drive.google.com/file/d/1nqp6giQViBnRAlLE-64eU0sEn89A-gCk/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Notification Event,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,App-usage,"34,05 MB",parquet,csv,4,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.AJ,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Step Counter Event,"This dataset pertains to a sensor that returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are: still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,stepcounterevent.html,https://drive.google.com/file/d/165z9yE212NVh2FPeydh9rE3-Zr3FIief/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Step Counter Event,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Motion,"2,16 MB",parquet,csv,6,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.BH,datadistribution.knowdive@unitn.it
2021-CH2-Trento-Step Detector Event,"This dataset pertains to a sensor that returns a label identifying the activity performed by the user, accurately detected using low power signals from multiple sensors in the device. This is achieved using Google’s Activity Recognition API. Possible activities are: still, in_vehicle, on_bycicle, on_foot, running, tilting, walking. The dataset was collected as part of the WeNet project, a Horizon 2020 funded project that aims at developing a diversity-aware, machine-mediated paradigm for social interactions.",2023-download_request_licence,https://docs.google.com/document/d/1z8ccEy-kpU1JH_c10ZkmSXBtVR2pSjTZ/edit?usp=sharing&ouid=115152165529068850258&rtpof=true&sd=true,docx,2022_LivePeople_Chatbot2_Data_Descriptor,https://drive.google.com/file/d/1ilA2_f5HPHt5-4EvscsKo_lL-BgeFoF9/view?usp=sharing,PDF,stepdetectorevent.html,https://drive.google.com/file/d/12DV94YWiAGdGa-tVSi7czIUtVJSg_52F/view?usp=sharing,html,,,,./././resources/2023LivePeopleLicense.html,Step Detector Event,Trento (Italy),46.07,11.13,2022-09-18,2022-09-22,Sensors,Motion,"1,70 MB",parquet,csv,3,unknown,ChatApplication2,https://www.internetofus.eu/,University of Trento - KnowDive,Digital University,3,18/04/2023,005.AAAG.AAA.BI,datadistribution.knowdive@unitn.it
